#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,231  .22759  ,,05/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES - DECRETO DE CONCESION 581/2017 - DECRETO DE APROBACION 762/2017,"150,00","0,00",,,,
,130  .21400  ,,24/04/2017,B81655433,ANARAF MOTOR S.L.,PAGO EMBARGO AEAT   -   ARREGLO CINTURON SEGURIDAD VEHICULO E5193HFB - APROBADA POR DECRETO 946/2017 - NUMERO DE FAC.: TC1700023 DE FECHA OPERACION: 06/04/2017 Y FECHA REG. INTERVENCIÓN: 02/03/2017 Y DECRETO ORDENACION PAGO 947/2017,"56,80","0,00",,,,
,151  .12006  ,,02/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ANTIGÜEDAD ATRASOS 2016 - APROBADO EN REC 5/2017,"543,93","126,51",,,,
,231  .22759  ,,09/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES - DECRETO DE CONCESION 1077/2017 - DECRETO DE APROBACION 1208/2017,"400,00","0,00",,,,
,330  .22609  ,,21/04/2017,B87395125,"ANTARES DANZA, S.L.",EXPTE COMPRAS 5/2017 ACTUACION 11.03.2017 - APROBADA POR DECRETO 946/2017 - NUMERO DE FAC.: ES17-CD-3 DE FECHA OPERACION: 06/04/2017 Y FECHA REG. INTERVENCIÓN: 17/03/2017,"2.300,00","0,00",,,,
,9201 .12101  ,,12/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ANTICIPO A CUENTA NOMINA DE LA PAGA EXTRAORDINARIA MES DE DICIEMBRE DE 2017 SEGUN DECRETO 2009/2017,"1.000,00","0,00",,,,
,320  .22699  ,,10/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 370/16 - ELABORACION DE INFORME TECNICO PARA CONCURSO - INFORME DESFAVORABLE INTERVENCION 53/2017 - APROBADA EN PLENO 23/02/17 - REC 03/17 - NUMERO DE FAC.: F-036-2016 DE FECHA OPERACION: 23/02/2017 Y FECHA REG. INTERVENCIÓN: 09/11/2016,"605,00","0,00",,,,
,130  .60900  ,,03/03/2017,A78015880,"API MOVILIDAD , S.A.",Certificacion expte. 74/15 - INFORME FAVORABLE DE INTERVENCION 64/2017 - APROBADA POR JGL 15/02/17 - NUMERO DE FAC.: FVTA287/287N160932 DE FECHA OPERACION: 15/02/2017 Y FECHA REG. INTERVENCIÓN: 15/12/2016 Y DECRETO DE PAGO DE ALCALDIA 338/2017,"61.200,00","0,00",,,,
,130  .63205  ,,22/03/2017,A78015880,"API MOVILIDAD , S.A.",EXPTE. 120/16: SUMINISTRO MATERIAL - APROBADA POR DECRETO 595/2017 - NUMERO DE FAC.: FVTA287/287N170098 DE FECHA OPERACION: 07/03/2017 Y FECHA REG. INTERVENCIÓN: 07/02/2017,"6.231,50","0,00",,,,
,9201 .22199  ,,21/04/2017,A78015880,"API MOVILIDAD , S.A.",CERTIFICACION EXPTE 249/2017 - APROBADA POR DECRETO 1000/2017 - NUMERO DE FAC.: FVTA287/287N170213 DE FECHA OPERACION: 11/04/2017 Y FECHA REG. INTERVENCIÓN: 27/03/2017,"644,33","0,00",,,,
,130  .21600  ,,16/02/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 27/12: DICIEMBRE/16 - Mantenimiento integral GESPOL/GPSS. APROBADA EN JGL DE 08/02/2017 - NUMERO DE FAC.: Rect-/163 DE FECHA OPERACION: 08/02/2017 Y FECHA REG. INTERVENCIÓN: 05/01/2017 Y DECRETO DE PAGO 290/2017,"3.398,64","0,00",,,,
,130  .21600  ,,05/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 27/12: FEBRERO - MANTENIMIENTO INTEGRAL DE GESPOL GPSS - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: 2017/88 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"3.398,64","0,00",,,,
,130  .21600  ,,05/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 27/12: ENERO - MANTENIMIENTO INTEGRAL DE GESPOL GPSS13/03/2017 - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: 2017/22 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 31/01/2017,"3.398,64","0,00",,,,
,130  .21600  ,,17/05/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 27/16 - MANTENIMIENTO GESPOL/GPSS - 1 AL 13 MARZO - APROBADA POR DECRETO 1268/2017 - NUMERO DE FAC.: 2017/204 DE FECHA OPERACION: 05/05/2017 Y FECHA REG. INTERVENCIÓN: 17/04/2017,"1.472,74","0,00",,,,
,130  .22703  ,,05/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 15/16: ENERO 2017 - TRAMITACION Y GESTION EXPTES. SANCIONADORES POLICIA - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: 2017/120 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"2.854,58","0,00",,,,
,130  .22703  ,,05/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 15/16: FEBRERO 2017 - TRAMITACION Y GESTION EXPTES. SANCIONADORES POLICIA - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: 2017/121 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"2.854,58","0,00",,,,
,130  .22703  ,,17/05/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 15/16: MARZO 2017 - TRAMITACION Y GESTION EXPTES. SANCIONADORES POLICIA - APROBADA POR DECRETO 1268/2017 - NUMERO DE FAC.: 2017/152 DE FECHA OPERACION: 05/05/2017 Y FECHA REG. INTERVENCIÓN: 04/04/2017,"2.854,58","0,00",,,,
,130  .22703  ,,07/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 15/16: ABRL 2016 - TRAMITACION Y GESTION EXPTES. SANCIONADORES POLICIA - - INFORME DE INTERVENCION 165/2017 - APROBADA POR JGL 29/03/17 - NUMERO DE FAC.: 2017/118 DE FECHA OPERACION: 29/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"2.854,58","0,00",,,,
,130  .22703  ,,07/04/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE. 15/16: MAYO A DICIEMBRE 2016: TRAMITACION Y GESTION EXPTES. SANCIONADORES POLICIA - INFORME DE INTERVENCION 165/2017 - APROBADA POR JGL 29/03/17 - NUMERO DE FAC.: 2017/119 DE FECHA OPERACION: 29/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"22.836,67","0,00",,,,
,130  .22703  ,,17/08/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE 15/16 (PRÓRROGA FORZOSA): MAYO - COLABORACIÓN PARA LA TRAMITACIÓN Y GESTIÓN DE EXPEDIENTES SANCIONADORES DE LA POLICIA LOCAL  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: A-17-H340002-000066 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 18/07/2017,"2.854,58","0,00",,,,
,130  .22703  ,,17/08/2017,B95837555,"APLICACIONES GESPOL, S.L.",EXPTE 15/16: (PRORROGA FORZOSA) JUNIO - COLABORACIÓN PARA LA TRAMITACIÓN Y GESTIÓN DE EXPEDIENTES SANCIONADORES DE LA POLICIA LOCAL  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: A-17-H340002-000079 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 04/07/2017,"2.854,58","0,00",,,,
,926  .62616  ,,27/07/2017,B65130643,"APPLE RETAIL SPAIN, S.L.",EXPTE COMPRAS 488/17.USB-C VGA MULTIPORT. APROBADA POR Dº 2153/17 - NUMERO DE FAC.: 4548937049 DE FECHA OPERACION: 17/07/2017 Y FECHA REG. INTERVENCIÓN: 29/06/2017,"79,00","0,00",,,,
,313  .22712  ,,22/03/2017,B47530548,AQM LABORATORIOS SLL,EXPTE. 75/16: ANALISIS GRIFO CONSUMIDOR CON METALES - Muestras recogidas el dia19/12/2016 - INFORME INTERVENCION 87/2017 - APROBADA EN JGL 01/02/17 - NUMERO DE FAC.: Emit-/27 DE FECHA OPERACION: 01/03/2017 Y FECHA REG. INTERVENCIÓN: 10/01/2017,"58,08","0,00",,,,
,313  .22712  ,,03/03/2017,B47530548,AQM LABORATORIOS SLL,EXPTE. 75/16: ANALISIS GRIFO CONSUMIDOR CON METALES - Muestras recogidas el dia 16/01/2017 - APROBADA POR DECRETO 415/2017 - NUMERO DE FAC.: Emit-/31 DE FECHA OPERACION: 21/02/2017 Y FECHA REG. INTERVENCIÓN: 07/02/2017,"58,08","0,00",,,,
,313  .22712  ,,07/04/2017,B47530548,AQM LABORATORIOS SLL,EXPTE 75/16 ANALISIS GRIFO MUESTRAS - APROBADA POR DECRETO 857/2017 - NUMERO DE FAC.: Emit-/37 DE FECHA OPERACION: 29/03/2017 Y FECHA REG. INTERVENCIÓN: 14/03/2017,"58,08","0,00",,,,
,313  .22712  ,,09/05/2017,B47530548,AQM LABORATORIOS SLL,EXPTE 75/16 ANALISIS GRIFO MUESTRAS - APROBADA POR DECRETO 1073/2017 - NUMERO DE FAC.: Emit-/39 DE FECHA OPERACION: 20/04/2017 Y FECHA REG. INTERVENCIÓN: 04/04/2017,"58,08","0,00",,,,
,313  .22712  ,,09/06/2017,B47530548,AQM LABORATORIOS SLL,EXPTE 75/16 ANALISIS GRIFO MUESTRAS - APROBADA POR DECRETO 1616/2017 - NUMERO DE FAC.: Emit-/45 DE FECHA OPERACION: 29/05/2017 Y FECHA REG. INTERVENCIÓN: 09/05/2017,"232,32","0,00",,,,
,313  .22712  ,,07/07/2017,B47530548,AQM LABORATORIOS SLL,EXPTE 75/16 ANALISIS GRIFO CONSUMIDOR CON METALES - muestras numero 67520 y 67521 - APROBADA POR DECRETO 1959/2017 - NUMERO DE FAC.: Emit-/46 DE FECHA OPERACION: 28/06/2017 Y FECHA REG. INTERVENCIÓN: 12/06/2017,"116,16","0,00",,,,
,313  .22712  ,,29/08/2017,B47530548,AQM LABORATORIOS SLL,EXPTE. 75/16: ANALISIS GRIFO CONSUMIDOR CON METALES - muestras recogidas el 11/07/2017 - APROBADO POR DECRETO Nº 2.520/2017 -  NUMERO DE FAC.: Emit-/61 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 02/08/2017,"58,08","0,00",,,,
,231  .22759  ,,22/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES - DECRETO DE CONCESION 369/2017  - DECRETO DE APROBACION 567/2017,"250,00","0,00",,,,
,9203 .63601  ,,07/04/2017,B73834202,"ARKIPLOT, S.L.",EXPE COMPRAS 221/2017 IMPRESORA CHORRO DE TINTA - APROBADA POR DECRETO 816/2017 - NUMERO DE FAC.: 003699 DE FECHA OPERACION: 27/03/2017 Y FECHA REG. INTERVENCIÓN: 17/03/2017,"1.320,62","0,00",,,,
,135  .63321  ,,05/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. COMPRAS 302/16: EQUIPO AIRE ACONDICIONADO - APROBADA JGL DE 7 JUNIO - NUMERO DE FAC.: 16/80 DE FECHA OPERACION: 21/06/2017 Y FECHA REG. INTERVENCIÓN: 16/01/2017,"9.438,00","0,00",,,,
,3321 .22001  ,,27/07/2017,B06652861,"ART DOUMO GLOBAL.,S.L.","SUSCRIPCION ""DESCUBRIR EL ARTE"". APROBADA POR Dº 2153/17 - NUMERO DE FAC.: SA17007-10 DE FECHA OPERACION: 17/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017","39,99","0,00",,,,
,3321 .22001  ,,27/07/2017,B06652861,"ART DOUMO GLOBAL.,S.L.",SUSCRIPCION L.A.D. HISTORIA. APROBADA POR Dº 2153/17 - NUMERO DE FAC.: SH17007-10 DE FECHA OPERACION: 17/07/2017 Y FECHA REG. INTERVENCIÓN: 05/07/2017,"34,99","0,00",,,,
,330  .22728  ,,22/03/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15 (MODIFICACION): Servicios de la E.M.M.D. de Arroyomolinos exp. 20/15 del mes de Enero de 2017 1ª y 2ª modif. - APROBADA POR DECRETO 595/2017 - NUMERO DE FAC.: Emit-/52 DE FECHA OPERACION: 07/03/2017 Y FECHA REG. INTERVENCIÓN: 16/02/2017,"1.500,00","0,00",,,,
,330  .22728  ,,22/03/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: ENERO -  Servicios de la E.M.M.D. de Arroyomolinos exp. 20/15 del mes de Enero de 2017 - APROBADA POR DECRETO 595/2017 - NUMERO DE FAC.: Rect-Emit-/51 DE FECHA OPERACION: 07/03/2017 Y FECHA REG. INTERVENCIÓN: 16/02/2017,"14.896,00","0,00",,,,
,330  .22728  ,,05/04/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15 (MODIFICACION):  FEBRERO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: Emit.-/56 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"1.500,00","0,00",,,,
,330  .22728  ,,05/04/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: FEBRERO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 753/2017 - NUMERO DE FAC.: Emit.-/55 DE FECHA OPERACION: 22/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"14.918,00","0,00",,,,
,330  .22728  ,,09/05/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: (MODIFICACION) MARZO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 1073/2017 - NUMERO DE FAC.: Emit-/63 DE FECHA OPERACION: 20/04/2017 Y FECHA REG. INTERVENCIÓN: 04/04/2017,"1.500,00","0,00",,,,
,330  .22728  ,,09/05/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: MARZO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 1073/2017 - NUMERO DE FAC.: Emit-/62 DE FECHA OPERACION: 20/04/2017 Y FECHA REG. INTERVENCIÓN: 04/04/2017,"14.940,00","0,00",,,,
,330  .22728  ,,02/06/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: ABRIL - ESCUELA DE MUSICA Y DANZA - - APROBADA POR DECRETO 1448/2017 - NUMERO DE FAC.: Emit-/67 DE FECHA OPERACION: 17/05/2017 Y FECHA REG. INTERVENCIÓN: 05/05/2017,"14.698,00","0,00",,,,
,330  .22728  ,,02/06/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: (MODIFICACION) ABRIL - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 1448/2017 - NUMERO DE FAC.: Emit-/68 DE FECHA OPERACION: 17/05/2017 Y FECHA REG. INTERVENCIÓN: 05/05/2017,"1.500,00","0,00",,,,
,330  .22728  ,,07/07/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: (MODIFICACION) MAYO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 1959/2017 - NUMERO DE FAC.: Emit-/76 DE FECHA OPERACION: 28/06/2017 Y FECHA REG. INTERVENCIÓN: 08/06/2017,"1.500,00","0,00",,,,
,330  .22728  ,,07/07/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/15: MAYO - ESCUELA DE MUSICA Y DANZA - APROBADA POR DECRETO 1959/2017 - NUMERO DE FAC.: Emit.-/75 DE FECHA OPERACION: 28/06/2017 Y FECHA REG. INTERVENCIÓN: 08/06/2017,"14.676,00","0,00",,,,
,330  .22728  ,,17/08/2017,F86012895,ARTEMUS SDAD. COOP. MAD,EXPTE. 20/2015: JUNIO - 161 ALUMNOS MUSICA Y 108 ALUMNOS DANZA  - APROBADA POR DECRETO Nº 2.425/2017 - NUMERO DE FAC.: Emit-/84 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 19/07/2017,"14.451,00","0,00",,,,
,155  .21002  ,,22/03/2017,A28773711,ASFALTOS Y PAVIMENTOS S.A.,EXPTE 89/16: DIFERENCIA IVA DE LA FACTURA Nº FAC-ASM1612-014 QUE NO LO INCLUIA - INFORME INTERVENCION 87/2017 - APROBADA EN JGL 01/02/17 - NUMERO DE FAC.: RETIF-001/1612-014 DE FECHA OPERACION: 01/03/2017 Y FECHA REG. INTERVENCIÓN: 14/02/2017,"1.737,36","0,00",,,,
,155  .21002  ,,17/05/2017,A28773711,ASFALTOS Y PAVIMENTOS S.A.,EXPTE. 89/16: SUMINISTRO Y EXTENDIDO DE MBC TIPO AC11-SURF HASTA 8 CMS DE ESPESOR - APROBADA POR DECRETO 1268/2017 - NUMERO DE FAC.: FAC-ASM1704-/008 DE FECHA OPERACION: 05/05/2017 Y FECHA REG. INTERVENCIÓN: 20/04/2017,"5.605,66","0,00",,,,
,155  .21002  ,,30/06/2017,A28773711,ASFALTOS Y PAVIMENTOS S.A.,EXPTE 89/16: SUMINISTRO Y EXTENDIDO DE MBC TIPO AC11-SURF HASTA 8 CMS DE ESPESOR - APROBADA POR DECRETO 1863/2017 - NUMERO DE FAC.: FAC-ASM1705-/015 DE FECHA OPERACION: 22/06/2017 Y FECHA REG. INTERVENCIÓN: 29/05/2017,"2.894,20","0,00",,,,
,231  .22757  ,,10/03/2017,G28702504,ASISPA ATENCION A PERSONAS,"DICIEMBRE/16 - SERVICIO DE AYUDA A DOMICILIO, FUERA DE CONTRATO - - INFORME DESFAVORABLE INTERVENCION 14/2017 - APROBADA EN PLENO 23/02/17 - REC 03/17 - NUMERO DE FAC.: 2016-/1014 DE FECHA OPERACION: 23/02/2017 Y FECHA REG. INTERVENCIÓN: 04/01/2017","3.090,00","0,00",,,,
,231  .22757  ,,17/05/2017,G28702504,ASISPA ATENCION A PERSONAS,"FUERA DE CONTRATO. SERVICIO AYUDA A DOMICILIO, MES DE ENERO - INFORME DESFAVORABLE INTERVENCION nº 81/2017 - REC 04/2017 - APROBADA EN PLENO 27/04/17 - NUMERO DE FAC.: 2017-/63 DE FECHA OPERACION: 27/04/2017 Y FECHA REG. INTERVENCIÓN: 03/02/2017","3.081,76","0,00",,,,
,231  .22759  ,,22/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES - DECRETO DE CONCESION 387/2017 - DECRETO DE APROBACION 567/2017,"190,00","0,00",,,,
,3342 .62209  ,,02/06/2017,A79165023,"ASMOBEL, S.A.",EXPTE 118/16 - SUMINISTRO E INSTALACION MOBILIARIO CONCEJALIA TERCERA EDAD - APROBADA POR DECRETO 1448/2017 - NUMERO DE FAC.: A/10671 DE FECHA OPERACION: 17/05/2017 Y FECHA REG. INTERVENCIÓN: 31/03/2017,"23.618,63","0,00",,,,
,3342 .62504  ,,02/06/2017,A79165023,"ASMOBEL, S.A.",EXPTE 118/16 - SUMINISTRO E INSTALACION MOBILIARIO CONCEJALIA TERCERA EDAD - APROBADA POR DECRETO 1448/2017 - NUMERO DE FAC.: A/10671 DE FECHA OPERACION: 17/05/2017 Y FECHA REG. INTERVENCIÓN: 31/03/2017,"9.595,59","0,00",,,,
,330  .22609  ,,06/02/2017,G82785551,ASOC. CULT. DE LA ESCUELA POPULAR DE MUSICA Y DANZA,EXPTE COMPRAS 5/2017 CONCIERTO MUSICOS DEL 27: UNA GENERACIÓN OLVIDADA - APROBADO Dº 168/2017 - NUMERO DE FAC.: 1/2017 DE FECHA OPERACION: 30/01/2017 Y FECHA REG. INTERVENCIÓN: 18/01/2017,"2.945,00","0,00",,,,
,330  .48008  ,,01/03/2017,G82912189,ASOCIACION AMIGOS DE LA MUSICA DE ARROYOMOLINOS,I.R. 3/2017. SUBVENCION ASOCIACION AMIGOS DE LA MUSICA AÑO 2016 JUSTIFICADO EN 2017 - APROBADO POR DECRETO 371/2017,"550,00","0,00",,,,
,330  .48008  ,,09/05/2017,G82912189,ASOCIACION AMIGOS DE LA MUSICA DE ARROYOMOLINOS,SUBVENCION NOMINATIVA ASOCIACION CULTURAL AMIGOS DE LA MUSICA - DECRETO 1058/2017,"700,00","0,00",,,,
,330  .48008  ,,09/06/2017,G82912189,ASOCIACION AMIGOS DE LA MUSICA DE ARROYOMOLINOS,SUBVENCION NOMINATIVA ASOCIACION CULTURAL AMIGOS DE LA MUSICA - DECRETO 1619/2017,"2.437,33","0,00",,,,
,330  .48008  ,,03/07/2017,G82912189,ASOCIACION AMIGOS DE LA MUSICA DE ARROYOMOLINOS,SUBVENCION NOMINATIVA ASOCIACION CULTURAL AMIGOS DE LA MUSICA - DECRETO 1908/2017,"700,00","0,00",,,,
,338  .62304  ,,10/03/2017,G45842465,ASOCIACION CULTURAL DELUXE PRODUCCIONES TALAVERA,DESFAVORABLE - EXPTE COMPRAS 187/2016 ESCENARIO 15X12.5  - INFORME DESFAVORABLE INTERVENCION 50/2017 - APROBADA EN PLENO 23/02/17 - REC 03/17 - NUMERO DE FAC.: 978/2016 DE FECHA OPERACION: 23/02/2017 Y FECHA REG. INTERVENCIÓN: 14/12/2016,"17.972,58","0,00",,,,
,3343 .22653  ,,03/03/2017,G86005642,ASOCIACIÓN DE DANZA INQUIETUDES,EXPTE COMPRA 301/2016. ACTUACION 25/11/16- INFORME INTERVENCION 71/2017 - APROBADO JGL 22/02/17 - NUMERO DE FAC.: 37 DE FECHA OPERACION: 22/02/2017 Y FECHA REG. INTERVENCIÓN: 01/02/2017 Y DECRETO DE PAGO 430/2017,"847,00","0,00",,,,
,330  .48033  ,,30/05/2017,G45850229,ASOCIACION MERET DE LAS CIENCIAS Y EL SABER CREATIVO,PAGO ANTICIPADO SUBVENCION AGRUPACIONES MUSICALES - DECRETO 1525/2017,"21.000,00","0,00",,,,
,338  .48015  ,,05/04/2017,G83887208,ASOCIACION PEÑA ANTARES,SUBVENCION CONCURSO CARROZAS Y COMPARSAS 2017 CABALGATA REYES 2017 - PEÑA ANTARES - DECRETO 733/2017,"297,62","0,00",,,,
,338  .48015  ,,30/05/2017,G83887208,ASOCIACION PEÑA ANTARES,SUBVENCIONES CONCURSO DE CARNAVALES 2017 ASOCIACION PEÑA ANTARES - DECRETO 1437/2016,"300,00","0,00",,,,
,338  .48015  ,,07/07/2017,G83887208,ASOCIACION PEÑA ANTARES,SUBVENCION FIESTAS CORPUS PEÑAS QUE NO RECIBEN CARPA - PEÑA ANTARES - SEGUN ACUERDO DE JGL DE 14/06/2017 - DECRETO DE APROBACION 1930/2017,"300,00","0,00",,,,
,338  .48015  ,,05/04/2017,G87689501,ASOCIACION PEÑA PISANDO FUERTE ARROYOMOLINOS,SUBVENCION CONCURSO CARROZAS Y COMPARSAS 2017 CABALGATA REYES 2017 - PISANDO FUERTE - DECRETO 733/2017,"300,00","0,00",,,,
,338  .48015  ,,30/05/2017,G87689501,ASOCIACION PEÑA PISANDO FUERTE ARROYOMOLINOS,SUBVENCIONES CONCURSO DE CARNAVALES 2017 PEÑA PISANDO FUERTE - DECRETO 1437/2016,"217,79","0,00",,,,
,338  .48015  ,,29/08/2017,G87689501,ASOCIACION PEÑA PISANDO FUERTE ARROYOMOLINOS,SUBVENCION CONCURSO DE AUTOS LOCOS 2017 - PEÑA PISANDO FUERTE - DECRETO DE APROBACION 2522/2017,"198,26","0,00",,,,
,330  .48007  ,,10/03/2017,G83935684,ASOCIACION TEATRAL LAS TRES CARABELAS,IR. 4/2017. SUBVENCION ASOCIACION CULTURAL LAS TRES CARABELAS CORRESPONDIENTE AL AÑO 2016 JUSTIFICADA EN 2017 - APROBADO DECRETO 545/2017,"3.493,22","0,00",,,,
,330  .48007  ,,30/05/2017,G83935684,ASOCIACION TEATRAL LAS TRES CARABELAS,PAGO ANTICIPADO SUBVENCIONES ASOCIACIONES CULTURALES. TALLER DE TEATRO - DECRETO 1529/2017,"2.800,00","0,00",,,,
,3341 .22619  ,,16/02/2017,G87637344,ASOCIACIÓN ZOMBIE GENESIS,EXPTE. 102/16: ESPECTACULO INTERACTIVO HALLOWEEN OCT-NOV/2016. APROBADA EN JGL DE 08/02/2017 - NUMERO DE FAC.: 17/002 DE FECHA OPERACION: 08/02/2017 Y FECHA REG. INTERVENCIÓN: 12/01/2017 Y DECRETO DE PAGO 290/2017,"4.950,00","0,00",,,,
,9202 .21600  ,,03/03/2017,B85962520,"ATM CONTA.,.SL.",TRATAMIENTO INFORMÁTICO - TRATAMIENTO INFORMÁTICO DE LA CONTABILIDAD DEL AÑO 2015 - INFORME DE INTERVENCION 71/2017 - APROBADA POR JGL 22/02/17 - NUMERO DE FAC.: A/1661717 DE FECHA OPERACION: 22/02/2017 Y FECHA REG. INTERVENCIÓN: 13/01/2017 Y DECRETO DE PAGO 430/2017,"1.331,00","0,00",,,,
,9202 .21600  ,,03/03/2017,B28798775,ATM DOS SL INFORMATICA,"Trabajos técnicos relacionados con la Gestión de Ingresos y Recaudación:
Desplazamiento de personal técnico, durante el mes de Diciembre de 2016,S - INFORME DE INTERVENCION 71/2017 - APROBADA POR JGL 22/02/17 - NUMERO DE FAC.: C/1601311 DE FECHA OPERACION: 22/02/2017 Y FECHA REG. INTERVENCIÓN: 30/12/2016 Y DECRETO DE PAGO 430/2017","605,00","0,00",,,,
,926  .62606  ,,21/07/2017,B28798775,ATM DOS SL INFORMATICA,FIN DE LA  COMPENSACION Dº 1507/2016 (DERIVACION RESPONSABILIDAD)- TRABAJOS TÉCNICOS RECAUDACIÓN - APROBACION Dº 2153/2017 - NUMERO DE FAC.: C/1700549 DE FECHA OPERACION: 17/07/2017 Y FECHA REG. INTERVENCIÓN: 03/07/2017,"1.871,23","0,00",,,,
,926  .62606  ,,27/07/2017,B28798775,ATM DOS SL INFORMATICA,TRABAJOS TÉCNICOS RECAUDACIÓN - APROBACION Dº 2153/2017 - NUMERO DE FAC.: C/1700549 DE FECHA OPERACION: 17/07/2017 Y FECHA REG. INTERVENCIÓN: 03/07/2017,"2.968,77","0,00",,,,
